age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
22,0.7115888739842574,60.569268048325235,632.8056739278137,Two year,Mailed check,DSL,1,1,1,1,1,1,0
62,0.5292492139763533,41.46075774460064,202.46749099320652,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,1,1
53,0.2777862896938434,101.41087815883631,237.25982761783771,Month-to-month,Mailed check,No,1,1,1,1,1,0,1
36,0.5926736635124684,53.67210817570553,407.0942694486782,One year,Bank transfer,Fiber optic,1,1,0,1,1,1,0
40,0.8780016383423299,81.63233572360807,680.7722542932288,Two year,Credit card,Fiber optic,1,0,0,1,1,0,0
43,2.241680262698221,69.18940167295546,1832.41558573117,One year,Credit card,Fiber optic,0,1,1,1,1,0,0
18,0.12921537712732825,45.30931899036064,94.75979532020297,Two year,Credit card,Fiber optic,1,1,1,0,1,1,0
36,0.47272847054968303,64.88090581574541,341.05742680734795,One year,Electronic check,DSL,0,1,1,1,1,1,0
29,3.3112112595127976,80.68005558621496,3051.439407383745,One year,Electronic check,No,1,0,1,1,0,0,0
24,0.31780840824886575,61.23477329827387,392.94890559725604,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1,1,1
35,0.8390625889351182,88.86225891702055,905.0857797013742,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1,1,0
66,3.9999143640734847,85.43030785563728,4243.682198003975,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,0,0
49,0.3366605327033975,83.3782970931666,310.8385579654068,One year,Bank transfer,No,0,1,0,0,1,1,0
31,0.17272172767807925,55.80686455454006,27.66749857680429,Two year,Electronic check,DSL,0,1,0,1,0,1,0
48,1.325383367074683,43.40315104437026,717.227865699578,Two year,Electronic check,DSL,0,1,1,0,0,0,1
60,0.7202747518555784,52.72824789274411,434.1671953678863,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0,1,1
53,1.6575139865625435,68.92481881333441,1253.1500686535553,Month-to-month,Bank transfer,Fiber optic,1,0,1,0,1,1,1
40,3.257291316346257,75.9157342706471,3114.334370044695,Month-to-month,Bank transfer,No,1,1,1,1,0,1,0
30,0.29502532626943795,21.56857190479105,14.132277271122149,Month-to-month,Credit card,DSL,1,1,1,1,1,0,0
50,1.7383328830727258,64.837735967765,1168.4881834814805,One year,Credit card,DSL,1,1,1,0,0,1,0
45,1.408451687456386,68.16178450646369,1284.8475702937412,Two year,Electronic check,No,1,1,1,0,1,0,0
53,0.311153893622715,59.44911487368897,171.54408120320625,Two year,Mailed check,Fiber optic,1,1,1,0,0,1,0
49,1.9563242155038065,90.82547678031759,2071.4265660586057,One year,Electronic check,Fiber optic,1,1,0,1,0,0,0
55,0.6394201891424889,73.43560148501741,386.9357155931099,Two year,Mailed check,DSL,1,0,1,1,1,1,0
31,1.338214219389978,91.20383816161794,1638.6974257495324,One year,Credit card,DSL,1,0,1,1,0,1,0
59,0.17170916382021603,60.68078959299535,0.0,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,0,1
42,1.2308323430119832,83.7495498501385,1242.8248040895032,One year,Bank transfer,DSL,0,1,1,0,0,0,0
71,0.7319027259094274,97.70132789055039,949.3564507508191,One year,Mailed check,No,0,1,1,1,1,0,0
29,3.456231322288964,91.23386898545323,3826.0759609938823,One year,Electronic check,Fiber optic,1,0,1,1,1,0,0
66,0.11733287549123396,43.15716813142534,54.799624419806186,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,0
42,1.0846576073901444,59.926478449152384,609.8299429789546,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0,1,0
30,1.226571159979007,58.09670589100407,774.1444436515285,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,0,1,0
32,2.5820125543856736,74.78509070152656,2335.9325506708064,Two year,Electronic check,DSL,1,1,1,1,1,1,0
35,1.7079824391296545,78.72707110029066,1534.8560520821984,Month-to-month,Bank transfer,DSL,1,1,1,1,0,1,0
46,2.200501283236406,48.22214651948528,1293.6906895583727,One year,Credit card,Fiber optic,0,1,1,0,1,0,0
47,3.001609087680057,66.35677027833876,2458.2993572402283,One year,Mailed check,Fiber optic,0,1,1,1,1,0,0
31,3.96394700031567,24.601453356877272,1266.4765754288046,Month-to-month,Bank transfer,Fiber optic,1,1,0,0,1,1,0
39,0.7533923521313282,93.83890011603779,725.7521803767934,One year,Mailed check,Fiber optic,1,1,1,1,0,1,0
72,1.5444790698348136,54.75251518646613,1234.4339702136122,Two year,Bank transfer,Fiber optic,0,1,1,1,0,1,0
65,3.6665143644792724,66.11727879688993,2985.787363844346,Month-to-month,Credit card,Fiber optic,1,1,0,0,0,1,1
46,9.103473250571453,58.80700572023878,6424.004626877847,Two year,Credit card,Fiber optic,1,1,0,0,1,1,0
40,4.405829067747561,87.9205515002683,4757.308715735007,Month-to-month,Mailed check,Fiber optic,1,1,0,1,0,0,0
41,0.9287343284015575,20.0,459.4370160163711,Month-to-month,Mailed check,DSL,1,1,1,0,1,0,0
49,0.434239753297026,64.66779315348182,193.1039084370857,Two year,Electronic check,No,1,0,0,1,1,1,1
24,1.3443083178799513,62.88362485004604,991.8934950831762,Two year,Electronic check,Fiber optic,0,1,0,0,0,1,0
36,2.70681387452814,55.92727224816635,1578.7734318428586,Two year,Bank transfer,No,0,0,0,1,1,0,0
18,1.3567893546702774,99.52453091271265,1639.67104211586,One year,Credit card,Fiber optic,0,1,1,1,0,1,0
45,1.3201245960149812,47.253410822884575,785.1041026671993,Two year,Mailed check,DSL,0,0,1,0,0,1,0
49,3.64316461721973,80.43592354471322,3512.579515793611,Two year,Electronic check,Fiber optic,0,0,1,1,0,1,0
32,0.8969658329129896,72.12505577412168,710.8711716161395,Two year,Electronic check,DSL,0,1,1,1,0,0,0
63,3.9292946446088846,90.23038505071031,4049.5497735102103,One year,Mailed check,Fiber optic,1,1,0,1,1,1,0
21,1.0444635241230027,51.656218304449894,684.7897980987716,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,1,1
18,0.7956877641737563,50.34062201752482,626.2084521544184,Two year,Electronic check,No,1,1,1,0,0,0,1
43,1.2102356515034258,86.92139814954797,1203.2426534559393,Month-to-month,Bank transfer,Fiber optic,1,1,0,0,1,1,0
55,2.8747286970940116,73.50642616660221,2579.7383855657567,One year,Electronic check,Fiber optic,0,1,1,1,1,1,0
65,0.26935444707962614,34.10125306646483,0.0,Month-to-month,Bank transfer,DSL,0,1,0,0,0,1,1
33,0.4373551171244483,54.213899710734594,330.25002386238845,One year,Credit card,No,0,1,0,1,0,0,0
56,6.050109024877095,72.72765307696122,5240.784533094176,Month-to-month,Electronic check,No,1,0,1,1,1,1,1
39,0.3859359645019424,81.75528443093178,302.38585953949604,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1,0,1
37,1.6773973627467769,51.4153869361409,958.8920492938411,Two year,Bank transfer,DSL,1,1,0,1,1,1,0
53,1.731739352196458,20.0,376.25628632384894,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,1,1
49,1.345216950629064,75.46446371474066,1256.4362406796665,One year,Mailed check,DSL,0,0,1,1,1,1,0
18,2.0698402744452835,40.59358620112049,877.0505551193944,Month-to-month,Mailed check,Fiber optic,0,1,1,0,1,1,0
62,0.5222795160370358,24.653224037551773,114.79895387223661,Month-to-month,Credit card,DSL,1,1,1,1,1,1,0
60,1.6088828331658973,20.0,381.9847021599006,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,1
30,0.9309820694561635,81.27961720395483,798.1344722965259,One year,Mailed check,Fiber optic,1,1,1,0,0,1,0
45,2.167450857548966,67.57234900809934,1937.183469817937,Month-to-month,Electronic check,DSL,0,1,1,1,1,0,1
47,0.3044932552420914,60.486872385754964,135.6645880596838,Two year,Electronic check,Fiber optic,1,0,0,1,0,0,0
43,1.6920253184751257,92.78048725925524,1816.8995106740751,Month-to-month,Electronic check,No,0,1,1,1,1,0,0
31,0.4097978903413981,77.74649366046145,284.493394019726,Month-to-month,Bank transfer,DSL,1,1,1,0,1,1,1
29,0.6532424122102826,97.32600085443833,942.7776675410115,Month-to-month,Electronic check,Fiber optic,1,1,0,1,1,1,1
39,0.49361724733901113,37.14529055666007,275.3171957741839,Month-to-month,Mailed check,DSL,1,0,1,1,0,1,1
57,0.4038352959592348,64.30898752092072,217.9836674758329,One year,Credit card,DSL,1,1,0,1,1,0,0
48,3.494080320207032,32.66573250103971,1480.2634728103578,Two year,Electronic check,DSL,1,1,1,1,1,1,0
34,0.6729256627813774,60.412353362890656,507.90614455175944,One year,Credit card,Fiber optic,0,1,0,0,1,0,0
51,5.237985838081075,60.02768292466645,3798.8151787378383,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1,1,1
18,7.008223472904364,77.53227274526142,6485.914204256327,Month-to-month,Electronic check,No,0,1,0,1,1,0,0
57,1.6938114009570275,65.91127762283797,1264.7536831747839,Month-to-month,Bank transfer,Fiber optic,1,0,0,1,0,0,0
18,0.30863734076045723,77.46814276559832,320.6913488273687,Two year,Bank transfer,DSL,1,1,1,0,1,1,0
34,0.938562159509663,79.06880266277788,836.0231111246834,Month-to-month,Mailed check,Fiber optic,0,1,1,1,1,0,0
23,3.1963260604345747,108.09857354766284,4327.895015671891,One year,Electronic check,DSL,1,0,1,0,0,1,0
20,0.9158046246973368,58.69406689427751,518.0984643245799,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,0,1,0
57,0.18207651520840312,46.17954598667242,254.51420697140867,Month-to-month,Credit card,DSL,0,0,1,1,0,1,0
32,1.6274001967779157,69.92167230632818,1354.3546343645328,Month-to-month,Bank transfer,DSL,0,1,1,1,1,1,0
45,3.7302203064962662,48.954399457209135,2221.236912773446,Month-to-month,Electronic check,Fiber optic,1,0,1,0,1,0,1
39,3.17854900578378,94.63921536873072,3693.100383684176,One year,Bank transfer,No,1,1,1,0,1,1,0
47,0.385042329104034,59.33563922109535,211.13586319436305,Month-to-month,Mailed check,DSL,1,1,1,1,1,1,0
41,2.2341510668796167,53.688472642520196,1525.8027396709472,One year,Bank transfer,No,1,1,1,1,0,1,0
20,0.49821611989691567,55.57368557697764,61.49808642027807,Month-to-month,Bank transfer,DSL,0,1,1,1,1,0,1
54,0.49233192622348865,79.36834846943282,396.9079092754013,Two year,Bank transfer,No,1,1,1,1,0,1,0
32,4.1440863274747155,61.84506033537029,2983.088946757776,Month-to-month,Credit card,Fiber optic,0,1,1,1,0,0,0
18,0.5744815469842641,52.16666359739236,234.27482601607576,Two year,Bank transfer,DSL,1,1,1,1,1,0,0
33,0.611006111532981,98.30703835247061,699.2989310729054,Two year,Bank transfer,DSL,1,1,1,1,0,0,0
62,0.0013072086281407382,47.876603186764996,39.3260133234312,Two year,Electronic check,DSL,1,1,0,0,1,0,0
52,4.0907610665774445,65.71132148065988,3295.9777864071807,Month-to-month,Credit card,DSL,1,0,1,1,1,0,1
34,3.1461619497291666,78.0461230322046,2970.6365870136797,One year,Credit card,DSL,1,0,1,1,1,0,0
34,1.9741182238451738,32.37329779165854,700.3352591484035,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0,1,1
35,2.774715964639595,74.6052100281185,2521.000851506242,Month-to-month,Mailed check,No,1,1,1,0,1,0,0
71,0.32986383547325965,43.89784649039101,186.19231363312605,Month-to-month,Electronic check,DSL,0,1,1,1,1,0,1
45,1.226172987650191,81.45565561668005,1292.1503120957173,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,1,1
46,0.8653213169686854,45.74697976162047,552.7237115891344,Two year,Bank transfer,Fiber optic,1,1,1,1,1,0,0
55,0.19693868718841515,78.85538063697722,189.40374307673167,Month-to-month,Electronic check,No,1,0,1,1,1,0,0
43,1.3315718160826022,87.11666132589426,1302.2997905771624,One year,Credit card,Fiber optic,0,1,1,1,1,1,0
36,5.070034559411854,82.2287305126561,4937.535050125558,One year,Electronic check,Fiber optic,1,0,1,1,1,0,0
37,0.08176715752199795,70.02633296476205,13.731314414807592,One year,Credit card,Fiber optic,1,1,1,1,1,0,0
38,0.6891001068077179,60.37398114140601,467.71796884377477,One year,Mailed check,DSL,1,1,1,0,1,1,0
39,0.4652288581661595,53.47160847330312,325.3234670110883,Month-to-month,Mailed check,DSL,1,1,1,0,1,1,1
50,0.5440024013938879,94.42069381634208,687.8984491412112,One year,Electronic check,Fiber optic,1,1,1,0,1,1,1
40,4.781402564769317,51.01009559664713,2921.6857536777015,Month-to-month,Electronic check,DSL,0,1,0,1,0,1,0
50,1.2624831985153424,44.25867852860008,672.1225351602393,Two year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
38,1.255840591322481,78.3073787006566,1194.4296477681528,One year,Bank transfer,DSL,1,1,1,1,0,1,0
41,2.8590354938077303,49.07726393627009,1632.1731430799614,Two year,Electronic check,Fiber optic,1,0,0,0,0,0,0
18,0.33563578022459695,45.99873005067745,92.72661003450126,Month-to-month,Electronic check,DSL,1,1,1,0,0,1,1
53,1.3359936541809583,36.1279147566047,403.65618851230283,Month-to-month,Electronic check,No,0,1,0,0,0,0,1
45,1.1241859567029782,55.34180321078965,677.0588000505868,Month-to-month,Bank transfer,No,0,0,1,0,1,1,1
54,1.8171942600818132,63.345699522070134,1428.651844195256,Month-to-month,Bank transfer,DSL,0,0,1,0,1,1,0
18,10.0,69.86183455321398,8313.12900258172,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,0
71,2.934565446945547,84.02612488598967,2935.1812490312855,One year,Bank transfer,Fiber optic,0,1,1,1,1,1,0
37,1.0145495477286919,75.53795847331587,966.2871480066476,Month-to-month,Electronic check,DSL,0,1,1,1,0,1,0
56,3.5153312784570154,61.182555608936404,2632.992366778625,One year,Credit card,DSL,1,1,1,1,1,0,0
24,0.3743667847223361,61.0360864724056,166.24531611990363,Two year,Credit card,DSL,1,1,0,1,1,0,0
49,0.061874697797474426,75.20314937830366,155.54400133977452,One year,Bank transfer,No,1,0,0,1,1,1,0
24,0.45743906766189246,90.45140325857139,609.2470758392776,Month-to-month,Credit card,No,1,0,1,1,0,1,0
30,0.8322784166646167,67.52628398966401,561.4230389440978,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,1,1
68,1.4290716202211209,55.61738291579182,871.3909952270337,Month-to-month,Credit card,Fiber optic,0,0,0,0,1,1,0
37,1.9096948618814267,45.142679978289095,1153.613996387774,Month-to-month,Bank transfer,No,1,0,1,0,1,1,0
43,4.829397099583864,36.09589471175549,2077.171558608508,One year,Mailed check,No,1,1,1,0,0,1,0
53,1.4261039851194754,78.32539344087047,1118.4240739197294,Month-to-month,Electronic check,No,1,1,1,1,1,1,1
47,1.3914034597919054,76.55957047279114,1138.3348643590168,Two year,Mailed check,DSL,0,1,1,0,0,1,0
42,0.10309825384713728,76.54727050213323,69.76571658916487,One year,Bank transfer,DSL,0,1,1,1,1,1,0
45,0.07107105312942996,62.426811072958884,0.0,One year,Electronic check,Fiber optic,1,1,1,0,0,1,0
76,1.6021774346729378,93.13869491783501,1749.3542064432631,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,1,0
39,1.1531425935417963,55.317630108303646,768.7090067884582,Month-to-month,Mailed check,DSL,1,1,1,0,0,1,0
43,3.6549440158096265,84.10538474414412,3835.0311324191825,One year,Electronic check,DSL,1,1,1,1,1,1,0
55,0.350325488009119,64.22514210020914,240.95105936175045,Month-to-month,Bank transfer,No,1,0,0,0,1,1,1
56,0.05057748782264078,52.83298470641325,139.32009564474447,Month-to-month,Credit card,No,1,1,0,0,1,0,0
57,1.1921816630487554,76.85060614635523,1242.3146175060772,Month-to-month,Bank transfer,DSL,1,1,0,1,1,1,0
49,0.5422492972077465,73.19272237367987,619.695394149403,Month-to-month,Bank transfer,No,1,1,1,1,0,1,0
22,0.10177490790139755,72.13945518533852,116.57929622909472,One year,Bank transfer,Fiber optic,1,0,1,0,0,0,0
64,2.579048944220171,66.62556844112397,1865.638308569897,Month-to-month,Mailed check,No,1,1,1,1,0,1,0
22,0.23665061522230058,64.24213836566338,228.5177853495513,One year,Electronic check,Fiber optic,1,1,1,1,1,1,1
44,1.8746176451331993,112.76743985740877,2641.5899794196976,Month-to-month,Credit card,DSL,0,0,1,1,1,1,0
28,0.659926234422498,88.68513290392346,694.201039134998,One year,Electronic check,Fiber optic,1,1,1,1,1,1,0
39,0.38110116594534493,79.45653789971024,537.8301378342455,Two year,Electronic check,Fiber optic,1,0,1,1,0,1,0
44,0.9552702234893355,67.23598316406776,856.7257481107163,Two year,Credit card,Fiber optic,0,1,0,0,1,1,0
44,3.233386097031657,85.14314401193339,3360.4352349842734,Month-to-month,Electronic check,DSL,1,0,1,1,1,0,0
46,0.9954686364875107,75.35989552782904,1008.8590204837346,Month-to-month,Mailed check,No,0,1,1,1,1,0,0
64,2.7787554131839127,65.52409505548071,2218.242191078819,Month-to-month,Electronic check,DSL,1,0,1,1,1,1,0
46,0.2681746297822664,58.9287134946817,0.0,One year,Electronic check,DSL,1,1,1,1,0,1,0
36,2.9635976126377273,63.38165324674624,2204.138699818036,One year,Electronic check,Fiber optic,0,0,0,1,0,0,1
54,0.5408197321442336,20.0,249.51353843940143,One year,Electronic check,Fiber optic,1,0,1,1,0,0,0
57,2.2626416349021126,69.21201678595284,1798.4647557754597,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,1,0
21,1.6684150833005236,55.23047839779281,1083.421108077681,One year,Credit card,Fiber optic,1,0,0,1,1,0,0
48,5.294231505256959,96.85339996565767,6048.68822648295,Month-to-month,Mailed check,Fiber optic,1,0,1,1,0,1,0
50,0.9798332239331273,65.38688141623508,947.2111253722095,One year,Credit card,Fiber optic,1,0,1,1,0,1,0
35,0.13691143620456034,41.22073160930076,235.87232053418657,Month-to-month,Electronic check,Fiber optic,1,1,1,0,0,1,1
60,0.03868265794578303,64.00239691743765,0.0,One year,Mailed check,DSL,1,1,1,1,1,0,0
37,3.5072929037568508,44.07757829874991,1869.845531022819,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0,1,1
41,1.4877681549471213,74.46814831424933,1261.4466706614269,Month-to-month,Bank transfer,No,1,0,0,1,0,1,0
37,2.98548028057035,70.81894728678971,2598.637311288679,One year,Mailed check,DSL,0,1,1,1,0,1,0
40,0.534257754488062,84.15679262216536,590.5053363390597,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,1,1,1
23,0.8464958145330455,49.18236416610869,580.7625421467391,One year,Credit card,No,1,1,1,1,1,0,0
18,0.06113259594525442,65.68016192456294,81.37423037742701,One year,Bank transfer,DSL,0,1,0,1,1,0,0
63,6.513795391693862,37.699564091467295,3240.3475828132514,One year,Bank transfer,Fiber optic,1,1,1,0,0,0,0
27,2.2044450356247736,79.0298956384943,1987.8123567735986,Month-to-month,Credit card,No,0,0,1,0,1,0,0
25,5.412256730803273,75.37742360880245,4724.483283884556,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,0
18,0.6171207844024639,74.91610042055142,515.4783718007071,One year,Mailed check,DSL,1,1,0,1,1,1,0
30,1.890736897523789,65.03238062713882,1318.7106324704846,Month-to-month,Bank transfer,No,1,1,0,1,0,0,1
20,2.2695152733625146,73.29545781577582,1846.895704771414,One year,Bank transfer,No,1,1,0,1,0,1,0
64,0.764131150929663,97.08678216617193,790.1129497405365,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,1,1
55,3.7691873358163903,59.298114859159725,2589.849552236004,Month-to-month,Mailed check,Fiber optic,1,1,0,1,0,1,0
29,5.881028970363017,67.77290367420169,4687.431108768221,Month-to-month,Mailed check,No,1,0,1,1,0,0,0
73,4.323128194874784,43.277474016371805,2296.950712522195,Month-to-month,Mailed check,Fiber optic,0,1,1,1,1,1,1
54,2.6869830347693426,47.63478076803335,1485.3072673554173,Month-to-month,Electronic check,DSL,1,0,1,1,1,1,0
35,0.6499779479932112,66.95626586186614,504.28969799495576,One year,Credit card,DSL,1,1,1,1,1,1,0
18,0.6615021851373677,87.07867093403814,780.6560506707816,One year,Credit card,Fiber optic,1,1,1,1,1,0,1
74,6.613246970024861,59.87438351496855,4674.936771871524,Month-to-month,Mailed check,No,0,1,1,1,1,1,1
19,0.020675493568156903,60.28166941375752,0.0,Two year,Bank transfer,No,0,1,1,1,1,1,1
18,2.5179140368486164,56.86229510991251,1754.6684509054173,One year,Credit card,No,1,0,0,0,1,1,0
55,2.4500262999348728,54.30486658311354,1402.4234360549688,Two year,Electronic check,No,0,0,0,0,1,1,0
76,1.9493738632326567,70.89942911417643,1420.0233775044458,One year,Electronic check,Fiber optic,1,1,1,0,0,0,0
60,9.232228930835943,35.05484709642711,3918.2242152357485,One year,Bank transfer,Fiber optic,1,1,1,0,0,1,0
48,0.7475824353715758,90.61879153333456,862.1416304357225,Month-to-month,Credit card,Fiber optic,1,1,0,0,1,0,0
48,0.8309456285080682,51.69155403741079,721.8564637833421,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1,0,1
52,0.16445890008982766,79.43806970876282,172.5810584214273,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,1
51,1.169655385519999,39.60002805212248,637.7946046607067,One year,Mailed check,DSL,1,1,0,1,0,0,0
44,0.6050460498382328,78.37680261092436,549.5116334656907,Month-to-month,Mailed check,No,1,1,1,1,0,0,1
41,0.841320043145463,78.43889215628995,821.6292677570549,One year,Electronic check,Fiber optic,1,1,0,1,0,1,0
39,3.598435912507053,72.68404144011794,3305.3120639862086,Month-to-month,Electronic check,DSL,0,1,1,1,0,1,1
28,5.4816999673019655,45.111429564004155,2755.0485817787944,Two year,Credit card,Fiber optic,1,1,1,1,1,0,0
35,0.4109340907290141,69.99096379196155,386.50170253833284,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,1
18,0.9320516832576722,41.33887630531222,675.9183039399,Month-to-month,Mailed check,DSL,0,0,1,1,1,0,0
38,5.27977108420815,59.94473489807629,3826.137157505571,Month-to-month,Credit card,No,0,1,1,1,1,0,0
25,0.12760230226034266,85.58826201910652,296.11240768447806,Month-to-month,Credit card,DSL,0,1,1,1,1,1,1
23,0.19381607324077602,80.93403854141484,125.31459554643152,Month-to-month,Mailed check,DSL,0,1,1,0,1,0,0
42,0.3553630509121296,65.30365885080866,275.2733399230078,One year,Bank transfer,Fiber optic,0,1,1,1,1,1,0
60,1.8087877327407424,45.503868481543165,991.0345394588193,Month-to-month,Mailed check,Fiber optic,1,1,1,0,1,0,0
53,0.3261493937121577,77.91175424348387,83.17134897887763,Month-to-month,Bank transfer,No,1,1,1,0,1,1,0
18,6.888818299506755,65.38762475396051,5288.503808811348,Two year,Electronic check,No,1,1,1,1,1,1,0
25,1.1837623701721773,20.0,174.41546090292394,Month-to-month,Bank transfer,No,1,1,0,1,1,1,1
54,1.3923754380319784,80.65259652633037,1429.7909408044409,Two year,Electronic check,DSL,1,1,0,1,1,1,0
25,0.5664735769140938,64.51534332260616,525.7701581419756,Two year,Credit card,DSL,1,0,1,1,1,1,1
36,1.2733834255441538,89.04902495966144,1393.12627360466,Month-to-month,Credit card,Fiber optic,1,1,0,1,1,1,0
48,2.168907782794871,43.094589623143904,1204.0285796454255,Month-to-month,Electronic check,DSL,1,1,1,1,1,0,0
25,2.7820280581350167,20.0,651.2717926802266,Month-to-month,Mailed check,No,1,0,1,0,0,1,1
41,2.8037752752665432,70.5816771669037,2494.935102882871,One year,Mailed check,Fiber optic,1,0,1,1,0,0,0
19,1.7249839428761053,70.83127353363946,1467.072558251127,One year,Bank transfer,No,0,1,1,1,1,1,1
30,4.694323567516814,31.186567447870964,1762.584467468596,One year,Electronic check,DSL,1,1,1,1,0,1,0
44,3.401000574268329,45.43000908266787,1827.530580423785,One year,Bank transfer,Fiber optic,1,1,1,0,1,0,0
18,2.829783716243495,120.10435487439804,4146.877219845663,Month-to-month,Electronic check,Fiber optic,1,0,0,0,0,1,0
46,0.11442264109641366,58.88778771692393,38.73727272545328,Two year,Electronic check,DSL,0,0,1,1,0,0,1
39,0.013803448842989535,79.61917952752432,110.8313689781546,One year,Electronic check,Fiber optic,1,1,0,1,1,1,1
48,0.4776499218606454,51.98680345263233,184.7629972116141,One year,Electronic check,Fiber optic,0,0,1,1,1,0,1
43,2.1784544959946626,23.193942022936866,496.4317418836569,Two year,Credit card,Fiber optic,0,0,1,1,1,1,0
60,1.0593288935422118,61.59483506408189,851.7329372288373,One year,Credit card,DSL,0,0,1,0,0,0,0
41,1.029688238560299,59.687908794277895,728.6648305784321,Month-to-month,Mailed check,DSL,1,0,1,1,1,0,0
33,4.318474622336869,57.00243522663257,2908.5736976360545,Month-to-month,Bank transfer,Fiber optic,1,0,0,1,1,1,0
41,4.518339612061791,62.70718328987215,3488.9939758809287,Month-to-month,Electronic check,DSL,0,1,1,0,0,0,0
48,4.797647216315546,70.28536543291273,3985.7265123946077,Month-to-month,Bank transfer,DSL,1,0,0,1,0,1,1
40,0.7533998720417655,61.99766097492387,540.4882327147199,Two year,Electronic check,DSL,0,1,1,1,1,1,0
40,2.349189284300964,39.71987664105272,1259.6368979541226,Month-to-month,Bank transfer,DSL,0,1,1,1,0,0,0
29,0.6339009716207856,74.72369583123879,722.3233152672849,One year,Credit card,DSL,1,1,1,0,1,1,0
30,0.42294839042242716,26.012564893551534,289.2634904568714,One year,Electronic check,DSL,0,1,1,1,0,0,0
18,0.4082325896378623,23.992850854315996,89.32338595123787,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,0,1
66,0.837427837154539,79.78360989403136,924.8264809857288,Two year,Electronic check,Fiber optic,0,1,0,1,0,0,1
21,1.1240891393079775,75.14040544270713,918.6788813992737,Two year,Mailed check,Fiber optic,0,1,1,0,1,1,0
29,3.5551116925828463,63.85209269851928,2633.32556870847,One year,Electronic check,No,1,1,1,1,1,0,0
29,0.2554192434996594,37.09102990489856,0.0,Month-to-month,Mailed check,Fiber optic,1,1,1,1,0,1,1
53,2.6554913419744177,50.84178118651849,1787.4057372061454,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1,1,0
35,1.5162458950921394,59.74506504626992,1000.6605306334276,Month-to-month,Mailed check,No,1,0,1,1,1,0,0
58,0.6792012092240152,33.08212062851773,256.97973804030175,Month-to-month,Mailed check,Fiber optic,1,1,1,1,1,1,0
29,1.3577769792850536,50.219426839535345,727.2089459145042,One year,Mailed check,Fiber optic,1,1,0,0,1,1,0
44,0.7131843798030919,78.04660676353359,737.455974917652,Two year,Bank transfer,Fiber optic,0,1,1,1,0,0,0
27,1.813086562201032,93.54610728578433,1997.7229147211253,One year,Credit card,Fiber optic,1,0,1,0,1,0,0
72,1.1377709682391448,56.61130494682899,642.4467018683263,Two year,Mailed check,Fiber optic,1,1,1,0,1,1,0
22,0.3592237324366271,80.12976708632196,389.5804245629201,One year,Electronic check,DSL,0,1,1,1,1,1,0
44,0.24791604113780458,26.718798588250657,0.0,Month-to-month,Electronic check,DSL,1,0,1,0,1,1,1
49,1.5823831910788086,78.18902482227223,1400.9594107357386,Two year,Credit card,DSL,1,1,0,1,0,0,0
46,4.6540226644950105,48.921031705450375,2521.4661724691323,Month-to-month,Bank transfer,DSL,1,1,1,1,0,0,0
37,0.8430599798391506,71.1469123341594,577.3775625168903,Two year,Mailed check,DSL,1,1,0,1,1,1,0
38,2.641014044329653,60.04495163520581,1920.8076436881277,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,0,1
40,2.1497604009439484,91.40828019567668,2161.6172091863637,Month-to-month,Mailed check,Fiber optic,1,1,1,1,0,1,0
37,5.363447047947478,47.51128703320164,2909.776693726756,Two year,Electronic check,Fiber optic,1,1,1,0,0,0,0
54,3.440526860311973,77.55212595123662,3201.6051773010404,One year,Credit card,DSL,1,1,1,1,1,1,0
73,1.6722126480448016,59.40985073406933,1137.7901561822687,Two year,Credit card,No,1,1,0,0,0,1,0
